Source IP,Dest IP,Source Port,Dest Port,Protocol,Num Packets,Small Packets,Large Packets,Avg Payload,Dropped Packets,Duration,First Packet Length,Null Packets,Ratio of same packets,Std of Payload,Percentage of Small Packet,Percent of Latge Packet,Inter Arrival Time,Bytes per second,Packets Received,Packets Sent,Avg length received,Avg Length Sent,Packet per Second
172.27.22.206,151.101.36.134,50949,443,TCP,11,8,3,27.27272727,0,152324,155.3636364,0,0,400.5975908,0.636363636,0.011219506,15232.4,1985.375,160478.4298,1462,210.4545455,66,72.21449017
172.27.22.206,54.194.182.138,50950,443,TCP,6,5,1,16.66666667,0,11527,34.16666667,0,0,75.6315998,0.666666667,0.017784332,2305.4,635,5720.138889,259,90.16666667,66,520.5170469
172.27.22.206,139.61.74.125,50951,443,TCP,14,11,3,21.42857143,0,119912.75,73.71428571,0,0,152.8270331,0.714285714,0.008606257,9224.057692,698.75,23356.10204,567,128.5714286,66,116.7515548
172.27.22.206,54.194.182.138,50952,443,TCP,17,13,4,23.52941176,0,115491.75,81.23529412,0,0,170.6649523,0.705882353,0.011957564,7218.234375,3426.5,29126.52595,579,135.9411765,66,147.1966612
172.27.22.206,104.20.135.5,50953,443,TCP,6,5,1,16.66666667,0,18760,34.16666667,0,0,75.6315998,0.666666667,0.010927505,3752,638,5720.138889,259,90.16666667,66,319.8294243
172.27.22.206,104.20.135.5,50954,443,TCP,12,7,5,41.66666667,0,77561.75,68.5,0,0,115.8551538,0.5,0.010598007,7051.068182,636.75,13422.41667,453,123.5,66,154.7154364
172.27.22.206,104.20.135.5,50955,443,TCP,13,8,5,38.46153846,0,73648.75,63.23076923,0,0,112.8401498,0.538461538,0.011161086,6137.395833,659.5,12732.89941,453,118.1538462,66,176.5135186
172.27.22.206,204.79.197.200,50956,443,TCP,32,16,16,50,0,75724.25,121.3125,0,0,223.5716381,0.46875,0.051264951,2442.717742,806,49984.27734,847,175.6875,66,422.5858955
172.27.22.206,204.79.197.200,50957,443,TCP,13,9,4,30.76923077,0,58266,34.69230769,0,0,65.40117437,0.615384615,0.007740363,4855.5,1237.5,4277.313609,287,89.61538462,66,223.1146809
172.27.22.206,204.79.197.200,50958,443,TCP,15,8,7,46.66666667,0,63816.75,117.7333333,0,0,219.9835953,0.466666667,0.027672986,4558.339286,968.75,48392.78222,847,172.5333333,66,235.0480086
172.27.22.206,204.79.197.200,50959,443,TCP,13,9,4,30.76923077,0,65608.25,34.69230769,0,0,65.40117437,0.615384615,0.006874135,5467.354167,1852.5,4277.313609,287,89.61538462,66,198.1458125
172.27.22.206,184.84.108.217,50960,443,TCP,6,5,1,16.66666667,0,4966,60.5,0,0,134.4591016,0.666666667,0.07309706,993.2,638.25,18079.25,417,116.5,66,1208.215868
172.27.22.206,184.84.108.217,50961,443,TCP,12,9,3,25,0,55500,66.91666667,0,0,140.1597055,0.666666667,0.014468468,5045.454545,688.75,19644.74306,544,121.9166667,66,216.2162162
172.27.22.206,157.55.109.232,50962,443,TCP,14,11,3,21.42857143,0,46777,70.78571429,0,0,152.9395806,0.714285714,0.021185625,3598.230769,692.75,23390.51531,603,125.6428571,66,299.2923873
172.27.22.206,111.221.29.254,50963,443,TCP,16,6,10,62.5,0,28405,1228.375,0,0,1728.263141,0.3125,0.691920437,1893.666667,637,2986893.484,4235,1283.125,66,563.2811125
172.27.22.206,204.79.197.200,50964,443,TCP,7,6,1,14.28571429,0,9076,33.28571429,0,0,80.93913057,0.714285714,0.025672102,1512.666667,1399,6551.142857,287,89,66,771.2648744
172.27.22.206,204.79.197.200,50965,443,TCP,6,5,1,16.66666667,0,8453.25,38.83333333,0,0,86.05117986,0.666666667,0.027563363,1690.65,1251.25,7404.805556,287,94.83333333,66,709.7861769
172.27.22.206,204.79.197.200,50966,443,TCP,7,6,1,14.28571429,0,9174,28.71428571,0,0,69.75847546,0.714285714,0.021909745,1529,1475.625,4866.244898,255,84.42857143,66,763.0259429
172.27.22.206,204.79.197.200,50967,443,TCP,7,6,1,14.28571429,0,9158.25,28.71428571,0,0,69.75847546,0.714285714,0.021947424,1526.375,1232.375,4866.244898,255,84.42857143,66,764.338165
172.27.22.206,204.79.197.200,50968,443,TCP,6,5,1,16.66666667,0,9169,33.5,0,0,74.14344206,0.666666667,0.021921693,1833.8,1268,5497.25,255,89.5,66,654.3788854
172.27.22.206,204.79.197.200,50969,443,TCP,7,6,1,14.28571429,0,8546.75,28.71428571,0,0,69.75847546,0.714285714,0.023517711,1424.458333,1503.75,4866.244898,255,84.42857143,66,819.0247755
172.27.22.206,204.79.197.200,50970,443,TCP,7,6,1,14.28571429,0,8896.25,28.71428571,0,0,69.75847546,0.714285714,0.02259379,1482.708333,1405,4866.244898,255,84.42857143,66,786.8483912
172.27.22.206,204.79.197.200,50971,443,TCP,6,5,1,16.66666667,0,8878,33.5,0,0,74.14344206,0.666666667,0.022640234,1775.6,1254,5497.25,255,89.5,66,675.8278892
172.27.22.206,172.27.27.172,33332,33317,UDP,68,0,68,100,0,2116254,119.4705882,0,0,76.8936375,0.117647059,0.003838859,31585.8806,1091,5912.631488,439,161.4705882,439,32.13224878
172.27.22.206,23.35.6.147,50972,443,TCP,7,5,2,28.57142857,0,7494,71.14285714,0,0,117.4191863,0.571428571,0.066453163,1249,843.5,13787.26531,372,126.8571429,66,934.0805978
172.27.22.206,172.27.27.172,33312,33317,UDP,64,0,64,100,0,2086238,120.921875,0,0,68.74484178,0.109375,0.003709548,33114.88889,1158,4725.853271,389,162.921875,389,30.67722858
172.27.22.206,172.27.16.1,68,67,UDP,2,0,2,100,0,1439777,315,0,0,0,1,0.000437568,1439777,1439777,0,357,357,357,1.389104007
172.27.22.206,40.74.131.199,50974,443,TCP,6,5,1,16.66666667,0,8170,38.33333333,0,0,84.93461537,0.666666667,0.028151775,1634,1057.75,7213.888889,284,94.33333333,66,734.3941248
172.27.22.206,40.74.131.199,50973,443,TCP,6,5,1,16.66666667,0,9213,38.33333333,0,0,84.93461537,0.666666667,0.024964724,1842.6,1244,7213.888889,284,94.33333333,66,651.2536633
172.27.22.206,204.79.197.200,50975,443,TCP,6,5,1,16.66666667,0,9171,33.5,0,0,74.14344206,0.666666667,0.021916912,1834.2,1295,5497.25,255,89.5,66,654.2361793
172.27.22.206,204.79.197.200,50976,443,TCP,7,6,1,14.28571429,0,8177.75,28.71428571,0,0,69.75847546,0.714285714,0.024578888,1362.958333,1563.875,4866.244898,255,84.42857143,66,855.9811684
172.27.22.206,204.79.197.200,50978,443,TCP,7,6,1,14.28571429,0,9048,28.71428571,0,0,69.75847546,0.714285714,0.022214854,1508,1750.625,4866.244898,255,84.42857143,66,773.6516357
172.27.22.206,204.79.197.200,50977,443,TCP,6,5,1,16.66666667,0,7664.25,33.5,0,0,74.14344206,0.666666667,0.026225658,1532.85,952,5497.25,255,89.5,66,782.8554653
172.27.22.206,204.79.197.200,50980,443,TCP,6,5,1,16.66666667,0,9291,33.5,0,0,74.14344206,0.666666667,0.021633839,1858.2,1853,5497.25,255,89.5,66,645.7862448
172.27.22.206,204.79.197.200,50979,443,TCP,7,6,1,14.28571429,0,8401.75,28.71428571,0,0,69.75847546,0.714285714,0.023923587,1400.291667,1296.5,4866.244898,255,84.42857143,66,833.1597584
172.27.22.206,204.79.197.200,50982,443,TCP,7,6,1,14.28571429,0,9151,28.71428571,0,0,69.75847546,0.714285714,0.021964813,1525.166667,1405,4866.244898,255,84.42857143,66,764.943722
172.27.22.206,204.79.197.200,50981,443,TCP,7,6,1,14.28571429,0,9135,28.71428571,0,0,69.75847546,0.714285714,0.022003284,1522.5,1161.125,4866.244898,255,84.42857143,66,766.2835249
172.27.22.206,204.79.197.200,50983,443,TCP,7,6,1,14.28571429,0,9178.75,28.71428571,0,0,69.75847546,0.714285714,0.021898407,1529.791667,1245.5,4866.244898,255,84.42857143,66,762.6310772
172.27.22.206,204.79.197.200,50984,443,TCP,6,5,1,16.66666667,0,7501,33.5,0,0,74.14344206,0.666666667,0.026796427,1500.2,1056,5497.25,255,89.5,66,799.8933476
172.27.22.206,104.108.209.166,50985,80,TCP,6,5,1,16.66666667,0,21210.25,35.83333333,0,0,79.35241367,0.666666667,0.010136608,4242.05,1063.25,6296.805556,269,91.83333333,66,282.8820971
172.27.22.206,52.230.80.159,50986,443,TCP,8,7,1,12.5,0,9948,22.25,0,0,57.43637785,0.5,0.017893044,1421.142857,1288.75,3298.9375,232,80.75,66,804.1817451
172.27.22.206,52.230.80.159,50987,443,TCP,6,5,1,16.66666667,0,4575.25,29.66666667,0,0,65.5887863,0.666666667,0.038904978,915.05,639,4301.888889,232,85.66666667,66,1311.403748
172.27.22.206,111.221.29.254,50988,443,TCP,11,6,5,45.45454545,0,49764,601.9090909,0,0,1195.669003,0.454545455,0.133047986,4976.4,868.875,1429624.364,4235,657,66,221.0433245
172.27.22.206,52.230.80.159,50989,443,TCP,6,5,1,16.66666667,0,3818,29.66666667,0,0,65.5887863,0.666666667,0.046621268,763.6,631,4301.888889,232,85.66666667,66,1571.503405
172.27.22.206,52.230.80.159,50990,443,TCP,6,5,1,16.66666667,0,4897.75,29.66666667,0,0,65.5887863,0.666666667,0.036343219,979.55,633,4301.888889,232,85.66666667,66,1225.05232
172.27.22.206,52.230.80.159,50991,443,TCP,6,5,1,16.66666667,0,3804.25,29.66666667,0,0,65.5887863,0.666666667,0.046789775,760.85,631.25,4301.888889,232,85.66666667,66,1577.183413
172.27.22.206,52.230.85.180,50992,443,TCP,6,5,1,16.66666667,0,3805,29.66666667,0,0,65.5887863,0.666666667,0.046780552,761,643,4301.888889,232,85.66666667,66,1576.872536
172.27.22.206,111.221.29.253,50993,443,TCP,7,5,2,28.57142857,0,4950,76,0,0,122.3504502,0.571428571,0.107474747,825,844.5,14969.63265,372,131.7142857,66,1414.141414
172.27.22.206,111.221.29.253,50994,443,TCP,13,6,7,53.84615385,0,11129,131,0,0,182.7059266,0.384615385,0.153023632,927.4166667,841,33381.45562,682,185.9230769,66,1168.119328
172.27.22.206,204.79.197.213,50995,443,TCP,12,8,4,33.33333333,0,33178,131.9166667,0,0,346.6574818,0.583333333,0.04771234,3016.181818,695,120171.4097,1322,186.9166667,66,361.6854542
172.27.22.206,40.79.48.16,50996,443,TCP,6,5,1,16.66666667,0,4885,35,0,0,77.49193506,0.666666667,0.042988741,977,643,6005,264,91,66,1228.249744
172.27.22.206,52.230.85.180,50997,443,TCP,6,5,1,16.66666667,0,3814,29.66666667,0,0,65.5887863,0.666666667,0.046670163,762.8,643,4301.888889,232,85.66666667,66,1573.151547
172.27.22.206,204.79.197.213,50998,443,TCP,7,6,1,14.28571429,0,5072.75,31.85714286,0,0,77.44464778,0.714285714,0.043960377,845.4583333,666.75,5997.673469,277,87.57142857,66,1379.922133
172.27.22.206,204.79.197.213,50999,443,TCP,12,8,4,33.33333333,0,83211,157.4166667,0,0,430.3642756,0.583333333,0.022701326,7564.636364,1073.75,185213.4097,1628,212.4166667,66,144.2117028
172.27.22.206,204.79.197.213,51000,443,TCP,7,6,1,14.28571429,0,5346,25.85714286,0,0,62.77364584,0.714285714,0.033857089,891,662.75,3940.530612,235,81.57142857,66,1309.390198
172.27.22.206,204.79.197.213,51001,443,TCP,7,6,1,14.28571429,0,4905.25,25.85714286,0,0,62.77364584,0.714285714,0.036899241,817.5416667,661.125,3940.530612,235,81.57142857,66,1427.042455
172.27.22.206,52.114.32.7,51002,443,TCP,6,5,1,16.66666667,0,8080.25,37.16666667,0,0,82.32945335,0.666666667,0.027598156,1616.05,1296.75,6778.138889,277,93.16666667,66,742.5512824
172.27.22.206,52.114.32.7,51003,443,TCP,6,5,1,16.66666667,0,6416,37.16666667,0,0,82.32945335,0.666666667,0.034756858,1283.2,1369.75,6778.138889,277,93.16666667,66,935.1620948
172.27.22.206,52.114.32.7,51004,443,TCP,17,11,6,35.29411765,0,1453832,346.8823529,0,0,725.1274175,0.588235294,0.004056177,90864.5,949,525809.7716,2875,401.5882353,66,11.69323553
172.27.22.206,131.253.61.102,51005,443,TCP,14,9,5,35.71428571,0,14046,565.2857143,0,0,1766.768958,0.571428571,0.56343443,1080.461538,709,3121472.551,6971,620.1428571,66,996.7250463
172.27.22.206,52.230.80.159,51006,443,TCP,6,5,1,16.66666667,0,3821,29.66666667,0,0,65.5887863,0.666666667,0.046584664,764.2,647,4301.888889,232,85.66666667,66,1570.269563
172.27.22.206,204.79.197.200,51008,443,TCP,6,5,1,16.66666667,0,9142.25,33.5,0,0,74.14344206,0.666666667,0.021985835,1828.45,1266.25,5497.25,255,89.5,66,656.293582
172.27.22.206,204.79.197.200,51007,443,TCP,7,6,1,14.28571429,0,8002,28.71428571,0,0,69.75847546,0.714285714,0.02511872,1333.666667,1487.5,4866.244898,255,84.42857143,66,874.7813047
172.27.22.206,204.79.197.200,51009,443,TCP,7,6,1,14.28571429,0,9001,28.71428571,0,0,69.75847546,0.714285714,0.022330852,1500.166667,1506.5,4866.244898,255,84.42857143,66,777.6913676
172.27.22.206,204.79.197.200,51010,443,TCP,7,6,1,14.28571429,0,8980.25,28.71428571,0,0,69.75847546,0.714285714,0.02238245,1496.708333,964.5,4866.244898,255,84.42857143,66,779.4883216
172.27.22.206,52.230.84.0,51011,443,TCP,6,5,1,16.66666667,0,5197,29.66666667,0,0,65.5887863,0.666666667,0.034250529,1039.4,640.75,4301.888889,232,85.66666667,66,1154.512219
172.27.22.206,204.79.197.213,51012,443,TCP,7,6,1,14.28571429,0,4931,25.85714286,0,0,62.77364584,0.714285714,0.03670655,821.8333333,667.625,3940.530612,235,81.57142857,66,1419.590347
172.27.22.206,204.79.197.213,51013,443,TCP,7,6,1,14.28571429,0,5066,25.85714286,0,0,62.77364584,0.714285714,0.035728385,844.3333333,731.375,3940.530612,235,81.57142857,66,1381.760758
172.27.22.206,204.79.197.213,51014,443,TCP,7,6,1,14.28571429,0,4930.75,25.85714286,0,0,62.77364584,0.714285714,0.036708411,821.7916667,697,3940.530612,235,81.57142857,66,1419.662323
172.27.22.206,52.230.80.159,51015,443,TCP,6,5,1,16.66666667,0,4793.25,29.66666667,0,0,65.5887863,0.666666667,0.037135555,958.65,649.25,4301.888889,232,85.66666667,66,1251.760288
172.27.22.206,131.253.61.100,51016,443,TCP,13,8,5,38.46153846,0,13540.25,608.7692308,0,0,1826.207562,0.538461538,0.584479607,1128.354167,666.875,3335034.059,6971,663.6923077,66,960.1004413
172.27.22.206,131.253.61.100,51017,443,TCP,13,8,5,38.46153846,0,12950,613.6923077,0,0,1834.172022,0.538461538,0.616061776,1079.166667,691.875,3364187.006,7003,668.6153846,66,1003.861004
172.27.22.206,52.114.32.7,51018,443,TCP,13,9,4,30.76923077,0,38342.25,181.7692308,0,0,371.7162658,0.615384615,0.061629143,3195.1875,729.125,138172.9822,1403,236.6923077,66,339.0515684
172.27.22.206,52.230.80.159,51019,443,TCP,6,5,1,16.66666667,0,3825.75,29.66666667,0,0,65.5887863,0.666666667,0.046526825,765.15,639,4301.888889,232,85.66666667,66,1568.319937
172.27.22.206,204.79.197.213,51020,443,TCP,7,6,1,14.28571429,0,5059,25.85714286,0,0,62.77364584,0.714285714,0.035777822,843.1666667,664.625,3940.530612,235,81.57142857,66,1383.672663
172.27.22.206,204.79.197.213,51021,443,TCP,7,6,1,14.28571429,0,4914.75,25.85714286,0,0,62.77364584,0.714285714,0.036827916,819.125,690.625,3940.530612,235,81.57142857,66,1424.284043
172.27.22.206,204.79.197.213,51022,443,TCP,7,6,1,14.28571429,0,5054,25.85714286,0,0,62.77364584,0.714285714,0.035813217,842.3333333,691,3940.530612,235,81.57142857,66,1385.041551
172.27.22.206,52.230.84.0,51023,443,TCP,6,5,1,16.66666667,0,4224,29.66666667,0,0,65.5887863,0.666666667,0.042140152,844.8,637,4301.888889,232,85.66666667,66,1420.454545
172.27.22.206,52.175.39.99,51024,443,TCP,7,5,2,28.57142857,0,5146,76,0,0,122.3504502,0.571428571,0.103381267,857.6666667,854.125,14969.63265,372,131.7142857,66,1360.279829
172.27.22.206,204.79.197.213,51025,443,TCP,7,6,1,14.28571429,0,4938,25.85714286,0,0,62.77364584,0.714285714,0.036654516,823,688.5,3940.530612,235,81.57142857,66,1417.577967
172.27.22.206,204.79.197.213,51026,443,TCP,7,6,1,14.28571429,0,6042,25.85714286,0,0,62.77364584,0.714285714,0.029956968,1007,694.375,3940.530612,235,81.57142857,66,1158.556769
172.27.22.206,204.79.197.213,51027,443,TCP,7,6,1,14.28571429,0,4940,25.85714286,0,0,62.77364584,0.714285714,0.036639676,823.3333333,667.375,3940.530612,235,81.57142857,66,1417.004049
172.27.22.206,111.221.29.254,51028,443,TCP,12,6,6,50,0,44715,516.1666667,0,0,888.059667,0.416666667,0.138521749,4065,1065.25,788649.9722,3275,571.1666667,66,268.36632
172.27.22.206,52.230.83.250,51029,443,TCP,6,5,1,16.66666667,0,3998,29.66666667,0,0,65.5887863,0.666666667,0.044522261,799.6,645,4301.888889,232,85.66666667,66,1500.750375
172.27.22.206,117.18.232.200,51030,443,TCP,20,15,5,25,0,15963.75,46.8,0,0,104.8357763,0.7,0.05863284,840.1973684,696.5,10990.54,447,101.4,66,1252.838462
172.27.22.206,52.230.83.250,51112,443,TCP,6,5,1,16.66666667,0,3824,29.66666667,0,0,65.5887863,0.666666667,0.046548117,764.8,638,4301.888889,232,85.66666667,66,1569.037657
172.27.22.206,52.230.83.250,51113,443,TCP,6,5,1,16.66666667,0,3954.25,29.66666667,0,0,65.5887863,0.666666667,0.045014857,790.85,630.75,4301.888889,232,85.66666667,66,1517.354745
172.27.22.206,52.230.84.0,51114,443,TCP,6,5,1,16.66666667,0,4877.75,29.66666667,0,0,65.5887863,0.666666667,0.036492235,975.55,672.75,4301.888889,232,85.66666667,66,1230.075342
172.27.22.206,204.79.197.213,51115,443,TCP,7,6,1,14.28571429,0,5253.75,25.85714286,0,0,62.77364584,0.714285714,0.034451582,875.625,697.875,3940.530612,235,81.57142857,66,1332.381632
172.27.22.206,204.79.197.213,51116,443,TCP,7,6,1,14.28571429,0,5076.75,25.85714286,0,0,62.77364584,0.714285714,0.035652731,846.125,726,3940.530612,235,81.57142857,66,1378.834885
172.27.22.206,204.79.197.213,51117,443,TCP,7,6,1,14.28571429,0,5516,25.85714286,0,0,62.77364584,0.714285714,0.032813633,919.3333333,869.5,3940.530612,235,81.57142857,66,1269.035533
172.27.22.206,52.230.84.0,51118,443,TCP,6,5,1,16.66666667,0,4671.75,29.66666667,0,0,65.5887863,0.666666667,0.038101354,934.35,802.75,4301.888889,232,85.66666667,66,1284.315299
172.27.22.206,52.230.84.0,51119,443,TCP,6,5,1,16.66666667,0,4031,29.66666667,0,0,65.5887863,0.666666667,0.044157777,806.2,685,4301.888889,232,85.66666667,66,1488.464401
172.27.22.206,52.230.84.0,51120,443,TCP,6,5,1,16.66666667,0,3864,29.66666667,0,0,65.5887863,0.666666667,0.046066253,772.8,637,4301.888889,232,85.66666667,66,1552.795031
172.27.22.206,52.230.84.0,51121,443,TCP,6,5,1,16.66666667,0,3966,29.66666667,0,0,65.5887863,0.666666667,0.044881493,793.2,635,4301.888889,232,85.66666667,66,1512.859304
172.27.22.206,104.108.209.166,51122,80,TCP,6,5,1,16.66666667,0,53762.75,35.83333333,0,0,79.35241367,0.666666667,0.003999051,10752.55,1056.75,6296.805556,269,91.83333333,66,111.6014341
172.27.22.206,52.230.84.0,51123,443,TCP,6,5,1,16.66666667,0,4825,29.66666667,0,0,65.5887863,0.666666667,0.036891192,965,645,4301.888889,232,85.66666667,66,1243.523316
172.27.22.206,52.230.84.0,51124,443,TCP,6,5,1,16.66666667,0,3834,29.66666667,0,0,65.5887863,0.666666667,0.046426708,766.8,634,4301.888889,232,85.66666667,66,1564.945227
172.27.22.206,52.230.84.0,51125,443,TCP,6,5,1,16.66666667,0,3831.25,29.66666667,0,0,65.5887863,0.666666667,0.046460033,766.25,638,4301.888889,232,85.66666667,66,1566.068515
172.27.22.206,52.230.85.180,51126,443,TCP,6,5,1,16.66666667,0,4922.75,29.66666667,0,0,65.5887863,0.666666667,0.036158651,984.55,635,4301.888889,232,85.66666667,66,1218.830938
172.27.22.206,52.230.85.180,51127,443,TCP,6,5,1,16.66666667,0,4783,29.66666667,0,0,65.5887863,0.666666667,0.037215137,956.6,644.75,4301.888889,232,85.66666667,66,1254.442818
172.27.22.206,204.79.197.213,51128,443,TCP,7,6,1,14.28571429,0,4926.25,25.85714286,0,0,62.77364584,0.714285714,0.036741944,821.0416667,666.25,3940.530612,235,81.57142857,66,1420.959147
172.27.22.206,204.79.197.213,51129,443,TCP,7,6,1,14.28571429,0,4908.25,25.85714286,0,0,62.77364584,0.714285714,0.036876687,818.0416667,660.75,3940.530612,235,81.57142857,66,1426.170224
172.27.22.206,204.79.197.213,51130,443,TCP,7,6,1,14.28571429,0,5067.5,25.85714286,0,0,62.77364584,0.714285714,0.03571781,844.5833333,691.75,3940.530612,235,81.57142857,66,1381.351751
172.27.22.206,111.221.29.253,51131,443,TCP,12,7,5,41.66666667,0,9582,101,0,0,213.5325892,0.5,0.126487163,871.0909091,395.25,45596.16667,834,156,66,1252.348153
172.27.22.206,52.230.3.194,51132,443,TCP,6,5,1,16.66666667,0,4137.25,29.66666667,0,0,65.5887863,0.666666667,0.043023748,827.45,930,4301.888889,232,85.66666667,66,1450.238685
172.27.22.206,52.230.3.194,51133,443,TCP,6,5,1,16.66666667,0,3960.25,29.66666667,0,0,65.5887863,0.666666667,0.044946657,792.05,638.25,4301.888889,232,85.66666667,66,1515.055868
172.27.22.206,52.230.83.250,51134,443,TCP,6,5,1,16.66666667,0,5146.75,29.66666667,0,0,65.5887863,0.666666667,0.034584932,1029.35,640,4301.888889,232,85.66666667,66,1165.784233
172.27.22.206,204.79.197.213,51135,443,TCP,7,6,1,14.28571429,0,5435.75,25.85714286,0,0,62.77364584,0.714285714,0.033298073,905.9583333,850,3940.530612,235,81.57142857,66,1287.770777
172.27.22.206,204.79.197.213,51136,443,TCP,7,6,1,14.28571429,0,4919,25.85714286,0,0,62.77364584,0.714285714,0.036796097,819.8333333,661.375,3940.530612,235,81.57142857,66,1423.053466
172.27.22.206,204.79.197.213,51137,443,TCP,7,6,1,14.28571429,0,4928.25,25.85714286,0,0,62.77364584,0.714285714,0.036727033,821.375,666.875,3940.530612,235,81.57142857,66,1420.382489
172.27.22.206,111.221.29.254,51138,443,TCP,14,6,8,57.14285714,0,24947.5,719.7142857,0,0,1080.136679,0.357142857,0.403888165,1919.038462,1151,1166695.245,3883,774.5714286,66,561.1784748
172.27.22.206,52.230.84.217,51139,443,TCP,6,5,1,16.66666667,0,5270.75,29.66666667,0,0,65.5887863,0.666666667,0.033771285,1054.15,757.75,4301.888889,232,85.66666667,66,1138.357919
172.27.22.206,204.79.197.213,51140,443,TCP,7,6,1,14.28571429,0,4919,25.85714286,0,0,62.77364584,0.714285714,0.036796097,819.8333333,664.5,3940.530612,235,81.57142857,66,1423.053466
172.27.22.206,204.79.197.213,51141,443,TCP,7,6,1,14.28571429,0,5068.25,25.85714286,0,0,62.77364584,0.714285714,0.035712524,844.7083333,665.5,3940.530612,235,81.57142857,66,1381.147339
172.27.22.206,204.79.197.213,51142,443,TCP,7,6,1,14.28571429,0,4944,25.85714286,0,0,62.77364584,0.714285714,0.036610032,824,679.5,3940.530612,235,81.57142857,66,1415.857605
172.27.22.206,52.230.84.217,51143,443,TCP,6,5,1,16.66666667,0,4873,29.66666667,0,0,65.5887863,0.666666667,0.036527806,974.6,643.25,4301.888889,232,85.66666667,66,1231.274369
172.27.22.206,204.79.197.213,51144,443,TCP,7,6,1,14.28571429,0,4924.75,25.85714286,0,0,62.77364584,0.714285714,0.036753135,820.7916667,664.5,3940.530612,235,81.57142857,66,1421.391949
172.27.22.206,204.79.197.213,51145,443,TCP,7,6,1,14.28571429,0,5057,25.85714286,0,0,62.77364584,0.714285714,0.035791972,842.8333333,666.375,3940.530612,235,81.57142857,66,1384.219893
172.27.22.206,204.79.197.213,51146,443,TCP,7,6,1,14.28571429,0,4912.25,25.85714286,0,0,62.77364584,0.714285714,0.036846659,818.7083333,665.25,3940.530612,235,81.57142857,66,1425.008906
172.27.22.206,52.230.7.59,51147,443,TCP,6,5,1,16.66666667,0,4755,29.66666667,0,0,65.5887863,0.666666667,0.03743428,951,642,4301.888889,232,85.66666667,66,1261.829653
172.27.22.206,52.187.76.158,51148,443,TCP,6,5,1,16.66666667,0,8099.75,33,0,0,73.02739212,0.666666667,0.024445199,1619.95,1273,5333,252,89,66,740.7636038
172.27.22.206,52.187.76.158,51149,443,TCP,6,5,1,16.66666667,0,7100,33,0,0,73.02739212,0.666666667,0.027887324,1420,1379,5333,252,89,66,845.0704225
172.27.22.206,204.79.197.213,51150,443,TCP,7,6,1,14.28571429,0,6024.5,25.85714286,0,0,62.77364584,0.714285714,0.030043987,1004.083333,914.25,3940.530612,235,81.57142857,66,1161.922151
172.27.22.206,204.79.197.213,51151,443,TCP,7,6,1,14.28571429,0,4936,25.85714286,0,0,62.77364584,0.714285714,0.036669368,822.6666667,663.5,3940.530612,235,81.57142857,66,1418.15235
172.27.22.206,204.79.197.213,51152,443,TCP,7,6,1,14.28571429,0,5090,25.85714286,0,0,62.77364584,0.714285714,0.035559921,848.3333333,673.5,3940.530612,235,81.57142857,66,1375.24558
172.27.22.206,52.230.7.59,51153,443,TCP,6,5,1,16.66666667,0,4798,29.66666667,0,0,65.5887863,0.666666667,0.037098791,959.6,644,4301.888889,232,85.66666667,66,1250.52105
172.27.22.206,52.230.80.159,51154,443,TCP,6,5,1,16.66666667,0,3851,29.66666667,0,0,65.5887863,0.666666667,0.046221761,770.2,643,4301.888889,232,85.66666667,66,1558.036874
172.27.22.206,204.79.197.213,51155,443,TCP,7,6,1,14.28571429,0,4932.75,25.85714286,0,0,62.77364584,0.714285714,0.036693528,822.125,690,3940.530612,235,81.57142857,66,1419.086716
172.27.22.206,204.79.197.213,51156,443,TCP,7,6,1,14.28571429,0,4943,25.85714286,0,0,62.77364584,0.714285714,0.036617439,823.8333333,672,3940.530612,235,81.57142857,66,1416.144042
172.27.22.206,204.79.197.213,51157,443,TCP,7,6,1,14.28571429,0,4952,25.85714286,0,0,62.77364584,0.714285714,0.036550889,825.3333333,694.875,3940.530612,235,81.57142857,66,1413.570275
172.27.22.206,52.175.39.99,51158,443,TCP,15,7,8,53.33333333,0,13061.75,128.0666667,0,0,173.7246352,0.4,0.147070645,932.9821429,875.875,30180.24889,674,182.8666667,66,1148.391295
172.27.22.206,204.79.197.213,51159,443,TCP,12,8,4,33.33333333,0,45695.25,131.9166667,0,0,346.6574818,0.583333333,0.03464255,4154.113636,694,120171.4097,1322,186.9166667,66,262.6093522
172.27.22.206,52.239.177.68,51160,443,TCP,6,5,1,16.66666667,0,3853,35,0,0,77.49193506,0.666666667,0.054502985,770.6,639.75,6005,264,91,66,1557.228134
172.27.22.206,204.79.197.213,51161,443,TCP,7,6,1,14.28571429,0,4961,25.85714286,0,0,62.77364584,0.714285714,0.03648458,826.8333333,699.5,3940.530612,235,81.57142857,66,1411.005846
172.27.22.206,204.79.197.213,51162,443,TCP,7,6,1,14.28571429,0,5084,25.85714286,0,0,62.77364584,0.714285714,0.035601888,847.3333333,762.375,3940.530612,235,81.57142857,66,1376.868607
172.27.22.206,204.79.197.213,51163,443,TCP,7,6,1,14.28571429,0,4953,25.85714286,0,0,62.77364584,0.714285714,0.036543509,825.5,668.5,3940.530612,235,81.57142857,66,1413.284878
172.27.22.206,52.230.84.217,51164,443,TCP,6,5,1,16.66666667,0,3970.25,29.66666667,0,0,65.5887863,0.666666667,0.044833449,794.05,639,4301.888889,232,85.66666667,66,1511.239846
